ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
CASE MANAGEMENT SERVICES CONTRACTS,2MH01,CCNS - CMA - BK 10 11 (2MH),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,6823 Fifth Avenue 3rd Floor,BROOKLYN,NY,11220,BROOKLYN,718-722-6000,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:00,04:30,08:00,04:30,00:00,00:00,00:00,00:00,40.633953,-74.020799,310,47,130,3145313,3058650001,Bay Ridge,POINT (-74.020799 40.633953)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N7001,UNION SETTLEMENT FRANKLIN PLAZA NORC (N70),UNION SETTLEMENT ASSOCIATION,2090 SECOND AVENUE,NEW YORK,NY,10029,MANHATTAN,646-713-2420,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.791585,-73.941726,111,08,170,1081081,1016780001,East Harlem South,POINT (-73.941726 40.791585)
ELDER ABUSE SERVICES CONTRACTS,1E701,SUNNYSIDE - ELDER JUSTICE - QN NORTH (1E7),SUNNYSIDE COMMUNITY SERVICES INC,43-31 39th Street,LONG ISLAND CITY,NY,11104,QUEENS,718-784-6173,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.745190,-73.925909,402,26,179,4436677,4001910005,Hunters Point-Sunnyside-West Maspeth,POINT (-73.925909 40.74519)
OLDER ADULT CENTER CONTRACTS,C5810,RAIN PARKCHESTER OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,1380 Metropolitan Avenue,BRONX,NY,10462,BRONX,718-597-9220,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.835141,-73.861061,209,18,212,2096674,2039387501,Parkchester,POINT (-73.861061 40.835141)
NEW YORK CONNECTS CONTRACTS,1C401,NSHOPP - NY CONNECTS - BX (1C4),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,975 Kelly Street Suite #301,BRONX,NY,10459,BRONX,347-862-5200,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.822052,-73.895879,202,17,87,2114693,2027037501,Longwood,POINT (-73.895879 40.822052)
HOME DELIVERED MEAL SERVICE CONTRACTS,4PU01,PROJECT LEAD INC. (4PU),PROJECT LEAD INC.,85-12 126th Street,JAMAICA,NY,11415,QUEENS,718-495-6210,Y,,,,,,,,,,,,,,,40.703976,-73.825379,409,29,140,4193638,4092710012,Kew Gardens,POINT (-73.825379 40.703976)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6502,STANLEY M. ISAACS NEIGHBORHOOD CENTER-TAFT NORC (N65),STANLEY M ISAACS NEIGHBORHOOD CENTER INC,415 EAST   93 STREET,NEW YORK,NY,10128,MANHATTAN,212-360-7620,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.780904,-73.945112,108,05,152,1082367,1015730001,Yorkville,POINT (-73.945112 40.780904)
OLDER ADULT CENTER CONTRACTS,W1903,PSS ANDREW JACKSON (W19),PRESBYTERIAN SENIOR SERVICES,325 East 156th Street,BRONX,NY,10451,BRONX,718-585-1640,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.821439,-73.917995,201,17,69,2091224,2024160001,Melrose South-Mott Haven North,POINT (-73.917995 40.821439)
OLDER ADULT CENTER CONTRACTS,C2901,DORCHESTER SENIOR CITIZENS CENTER OAC (C29),DORCHESTER SENIOR CITIZENS CENTER INC,1419 Dorchester Road,BROOKLYN,NY,11226,BROOKLYN,718-941-6700,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.638972,-73.964689,314,40,520,3118688,3051570035,Flatbush,POINT (-73.964689 40.638972)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5401,HANAC QUEENSVIEW NORC (N54),HANAC INC.,33-34 Crescent Street,LONG ISLAND CITY,NY,11106,QUEENS,718-433-9045,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.762105,-73.929717,401,22,45,4430862,4005570003,Astoria,POINT (-73.929717 40.762105)
OLDER ADULT CENTER CONTRACTS,CC101,ELMCOR GOLDEN PHOENIX CLUB FOUR (CC1),ELMCOR YOUTH & ADULT ACTIVITIES INC,33-16 108th Street,FLUSHING,NY,11368,QUEENS,718-651-0096,Y,09:00,03:00,09:00,03:00,09:00,03:00,09:00,03:00,09:00,03:00,00:00,00:00,00:00,00:00,40.757429,-73.860938,403,21,381,4042761,4017220012,North Corona,POINT (-73.860938 40.757429)
CAREGIVER SERVICES CONTRACTS,3K401,HMH – LOWER MANHATTAN (3K4),HAMILTON MADISON HOUSE INC,50 Madison Street,NEW YORK,NY,10038,MANHATTAN,212-788-2318,Y,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,40.711958,-73.997825,103,01,25,1077420,1001110100,Chinatown,POINT (-73.997825 40.711958)
OLDER ADULT CENTER CONTRACTS,C3902,HARMONY JVL OLDER ADULT CENTER (C39),HANAC INC.,27-40 Hoyt Avenue South,LONG ISLAND CITY,NY,11102,QUEENS,718-396-5002,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,09:30,01:00,00:00,00:00,40.771857,-73.919800,401,22,69,4537921,4008390001,Old Astoria,POINT (-73.9198 40.771857)
OLDER ADULT CENTER CONTRACTS,C7204,RAICES BLAND SOCIAL CLUB (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,40-15 College Point Blvd,FLUSHING,NY,11354,QUEENS,718-694-0895,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.757803,-73.834140,407,20,871,4443443,4050370008,Flushing,POINT (-73.83414 40.757803)
OLDER ADULT CENTER CONTRACTS,C1705,CCNS OZONE PARK OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,103-02 101st Avenue,JAMAICA,NY,11416,QUEENS,718-847-2100,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.686027,-73.839777,409,29,112,4198392,4094210001,Richmond Hill,POINT (-73.839777 40.686027)
OLDER ADULT CENTER CONTRACTS,C4901,KOREAN COMMUNITY SERVICES CORONA OAC (C49),KOREAN COMMUNITY SERVICES OF METROPOLITAN NEW YORK INC,37-06 111th Street,FLUSHING,NY,11368,QUEENS,718-651-9220,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.753941,-73.857264,403,21,401,4430244,4017780027,North Corona,POINT (-73.857264 40.753941)
OLDER ADULT CENTER CONTRACTS,W2302,SHOPP SOUNDVIEW SOCIAL CLUB (W23),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,1674 Seward Avenue,BRONX,NY,10473,BRONX,929-263-1182,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.818255,-73.869832,209,18,20,2092638,2035510001,Soundview-Castle Hill-Clason Point-Harding Park,POINT (-73.869832 40.818255)
OLDER ADULT CENTER CONTRACTS,C8309,JASA THROGGS NECK OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2705 Schley Avenue,BRONX,NY,10465,BRONX,718-823-1771,Y,07:00,03:00,07:00,03:00,07:00,03:00,07:00,03:00,07:00,03:00,00:00,00:00,00:00,00:00,40.821662,-73.827061,210,13,144,2080423,2055680050,Schuylerville-Throgs Neck-Edgewater Park,POINT (-73.827061 40.821662)
OLDER ADULT CENTER CONTRACTS,W2010,SUMNER SENIOR CLUB (W20),RISEBORO COMMUNITY PARTNERSHIP INC,862 Park Avenue,BROOKLYN,NY,11206,BROOKLYN,718-455-8471,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.698582,-73.940736,303,36,28502,3324728,3015800001,Stuyvesant Heights,POINT (-73.940736 40.698582)
OLDER ADULT CENTER CONTRACTS,W2404,WAGNER SATELLITE (W24),UNION SETTLEMENT ASSOCIATION,435 East 120th Street,NEW YORK,NY,10035,MANHATTAN,212-987-2980,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.798041,-73.932186,111,08,192,1081287,1018080001,East Harlem North,POINT (-73.932186 40.798041)
OLDER ADULT CENTER CONTRACTS,C9004,WAYSIDE OUT LANGSTON HUGHES SOCIAL CLUB (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,301 Sutter Avenue,BROOKLYN,NY,11212,BROOKLYN,917-962-8277,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.667312,-73.909072,316,41,906,3348344,3035260021,Brownsville,POINT (-73.909072 40.667312)
OLDER ADULT CENTER CONTRACTS,C0804,BERGEN BASIN MIDWOOD OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,2164 Ralph Avenue,BROOKLYN,NY,11234,BROOKLYN,718-253-5557,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.625065,-73.917858,318,46,692,3218178,3078390001,Flatlands,POINT (-73.917858 40.625065)
CASE MANAGEMENT SERVICES CONTRACTS,4MB01,SUNNYSIDE CMA QN 1 2 3 5 (4MB),SUNNYSIDE COMMUNITY SERVICES INC,43-31 39th St,LONG ISLAND CITY,NY,11104,QUEENS,718-784-6173,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.745190,-73.925909,402,26,179,4436677,4001910005,Hunters Point-Sunnyside-West Maspeth,POINT (-73.925909 40.74519)
ELDER ABUSE SERVICES CONTRACTS,1E901,CASC - ELDER JUSTICE - STATEN ISLAND (1E9),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,120 Stuyvesant Place Suite 409,STATEN ISLAND,NY,10301,STATEN ISLAND,718-981-6226,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.642992,-74.076954,501,49,3,5000084,5000080060,West New Brighton-New Brighton-St. George,POINT (-74.076954 40.642992)
OLDER ADULT CENTER CONTRACTS,C1801,ANDERSON NEIGHBORHOOD SENIOR CENTER (C18),CATHOLIC CHARITIES OF STATEN ISLAND INC.,120 Anderson Avenue,STATEN ISLAND,NY,10302,STATEN ISLAND,718-448-5757,Y,07:00,03:00,07:00,03:00,07:00,03:00,07:00,03:00,07:00,03:00,00:00,00:00,00:00,00:00,40.634927,-74.134422,501,49,213,5024253,5010360019,Port Richmond,POINT (-74.134422 40.634927)
OLDER ADULT CENTER CONTRACTS,C3901,HANAC ANGELO PETROMELIS OLDER ADULT CENTER (C39),HANAC INC.,13-28 123rd Street,FLUSHING,NY,11356,QUEENS,718-961-0344,Y,08:00,03:30,08:00,03:30,08:00,03:30,08:00,03:30,08:00,03:30,00:00,00:00,00:00,00:00,40.786179,-73.844772,407,19,947,4096960,4039970035,College Point,POINT (-73.844772 40.786179)
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,2G801,OHEL - GMH - BK 1 2 3 4 6 8 9 16 17 (2G8),OHEL CHILDREN'S HOME AND FAMILY SERVICES INC,1268 EAST   14 STREET,BROOKLYN,NY,11230,BROOKLYN,718-686-3222,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.618643,-73.961112,314,44,768,3180645,3067330035,Midwood,POINT (-73.961112 40.618643)
OLDER ADULT CENTER CONTRACTS,C1202,BCA DYKER HEIGHTS OLDER ADULT CENTER (C12),BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,7201 8th Avenue,BROOKLYN,NY,11228,BROOKLYN,718-622-3333,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.628590,-74.016720,310,38,132,3147565,3059120009,Dyker Heights,POINT (-74.01672 40.62859)
OLDER ADULT CENTER CONTRACTS,C4501,ITALIAN SENIOR CITIZENS CENTER (C45),ITALIAN SENIOR CITIZENS CENTER INC.,83-20 Queens Blvd,FLUSHING,NY,11373,QUEENS,718-335-7272,Y,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.737205,-73.879686,404,25,475,4057291,4024760017,Elmhurst,POINT (-73.879686 40.737205)
HOME DELIVERED MEAL SERVICE CONTRACTS,36F01,HENRY STREET SETTLEMENT HOME DELIVERY MEAL (36F),HENRY STREET SETTLEMENT,265 Henry Street,NEW YORK,NY,10002,MANHATTAN,212-766-9200,Y,,,,,,,,,,,,,,,40.713857,-73.984532,103,01,202,1079627,1002880078,Lower East Side,POINT (-73.984532 40.713857)
OLDER ADULT CENTER CONTRACTS,C1103,BRONXWORKS EAST CONCOURSE (MY SPOT/MI RINCON OAC) (C11),BRONXWORKS INC,236 East Tremont Avenue,BRONX,NY,10457,BRONX,718-731-6300,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.848936,-73.904562,205,15,23302,2007599,2028040021,Mount Hope,POINT (-73.904562 40.848936)
OLDER ADULT CENTER CONTRACTS,C8308,JASA STARRETT CITY OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,1540 Van Siclen Avenue,BROOKLYN,NY,11239,BROOKLYN,718-642-1010,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.648214,-73.877613,305,42,105801,3343608,3044520200,Starrett City,POINT (-73.877613 40.648214)
CASE MANAGEMENT SERVICES CONTRACTS,2MJ01,JASA - CMA - BK13 (2MJ),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,3161 Brighton 6th STR,BROOKLYN,NY,11235,BROOKLYN,212-273-5200,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.575657,-73.961105,313,48,36002,3245130,3086930012,Brighton Beach,POINT (-73.961105 40.575657)
OLDER ADULT CENTER CONTRACTS,C9401,YOUNG ISRAEL PROGRAMS FOREST HILLS (C94),YOUNG ISRAEL PROGRAMS INC,68-07 Burns Street,FLUSHING,NY,11375,QUEENS,718-520-2305,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.721357,-73.851655,406,29,711,4077448,4032340089,Forest Hills,POINT (-73.851655 40.721357)
OLDER ADULT CENTER CONTRACTS,C0501,ARC XVI A. PHILIP RANDOLPH OAC (C05),ARC XVI FORT WASHINGTON INC,108 West 146 Street,NEW YORK,NY,10039,MANHATTAN,212-281-1349,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.821341,-73.936317,110,09,232,1060189,1020140036,Central Harlem North-Polo Grounds,POINT (-73.936317 40.821341)
OLDER ADULT CENTER CONTRACTS,C5901,RIDGEWOOD OLDER ADULT CENTER AND SERVICES (C59),RIDGEWOOD OLDER ADULT CENTER AND SERVICES INC,5914 70th Avenue,FLUSHING,NY,11385,QUEENS,718-456-2000,Y,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,00:00,00:00,00:00,00:00,40.701191,-73.900024,405,30,583,4084122,4035080009,Ridgewood,POINT (-73.900024 40.701191)
OLDER ADULT CENTER CONTRACTS,C1001,BRONX HOUSE WEINBERG NEIGHBORHOOD SENIOR CENTER (C10),BRONX HOUSE INC,990 Pelham Parkway South,BRONX,NY,10461,BRONX,718-792-1800,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.856804,-73.860354,211,13,248,2088568,2043287501,Pelham Parkway,POINT (-73.860354 40.856804)
OLDER ADULT CENTER CONTRACTS,C8701,UNIVERSITY SETTLEMENT OAC (C87),UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,189 Allen Street,NEW YORK,NY,10002,MANHATTAN,212-453-4564,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.722133,-73.988964,103,01,3601,1005537,1004170001,Chinatown,POINT (-73.988964 40.722133)
OLDER ADULT CENTER CONTRACTS,C2201,CASC CASSIDY COLES NSC (C22),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,125 Cassidy Place,STATEN ISLAND,NY,10301,STATEN ISLAND,718-273-6808,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.641888,-74.096489,501,49,81,5001762,5000710011,West New Brighton-New Brighton-St. George,POINT (-74.096489 40.641888)
OLDER ADULT CENTER CONTRACTS,C7002,SNAP #2: BROOKVILLE OAC (C70),SERVICES NOW FOR ADULT PERSONS INC,133-33 Brookville Boulevard,JAMAICA,NY,11422,QUEENS,718-454-2100,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,10:00,01:00,00:00,00:00,40.674396,-73.732749,413,31,61602,4279577,4129800001,Rosedale,POINT (-73.732749 40.674396)
CASE MANAGEMENT SERVICES CONTRACTS,3MA01,LENOX HILL - CMA - MN 8 11 (3MA),LENOX HILL NEIGHBORHOOD HOUSE INC,331 EAST   70 STREET,NEW YORK,NY,10021,MANHATTAN,212-218-0506,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.766925,-73.957950,108,05,126,1044838,1014450014,Lenox Hill-Roosevelt Island,POINT (-73.95795 40.766925)
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,1G701,JASA - GMH - BX (1G7),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,1490 SOUTHERN BLVD FRNT,BRONX,NY,10460,BRONX,212-273-5200,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.833251,-73.890198,203,17,157,2010571,2029810014,Crotona Park East,POINT (-73.890198 40.833251)
OLDER ADULT CENTER CONTRACTS,C8304,JASA CLUB 76 OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,120 West 76th Street,NEW YORK,NY,10023,MANHATTAN,212-712-0170,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.780342,-73.977739,107,06,161,1030146,1011470042,Upper West Side,POINT (-73.977739 40.780342)
OLDER ADULT CENTER CONTRACTS,C8312,JASA LUNA PARK ANNEX (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2880 West 12th Street,BROOKLYN,NY,11224,BROOKLYN,718-388-6865,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.577347,-73.979625,313,47,350,3196559,3072660060,West Brighton,POINT (-73.979625 40.577347)
HOME DELIVERED MEAL SERVICE CONTRACTS,11S01,EAST SIDE HOUSE - HDM - BX1-6 (11S),EAST SIDE HOUSE INC,805 E. 139TH STREET,BRONX,NY,10454,BRONX,718-665-5250,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.804413,-73.909661,201,17,19,2004017,2025910037,Mott Haven-Port Morris,POINT (-73.909661 40.804413)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6901,NEIGHBORHOOD SHOPP NORC -LAFAYETTE ESTATES (N69),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,825 Morrison Avenue,BRONX,NY,10473,BRONX,718-617-2216,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.820840,-73.872649,209,18,28,2092725,2036270030,Soundview-Castle Hill-Clason Point-Harding Park,POINT (-73.872649 40.82084)
OLDER ADULT CENTER CONTRACTS,CC201,JAMAICA OLDER ADULT CENTER (CC2),QUEENS COMMUNITY HOUSE INC.,89-60 164th Street,JAMAICA,NY,11432,QUEENS,718-592-5757,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.707053,-73.796924,412,24,44601,4209585,4097930086,Jamaica,POINT (-73.796924 40.707053)
OLDER ADULT CENTER CONTRACTS,C1710,CCNS NORTHSIDE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,179 North 6th Street,BROOKLYN,NY,11211,BROOKLYN,718-387-2316,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.716685,-73.957339,301,33,553,3062100,3023280025,North Side-South Side,POINT (-73.957339 40.716685)
OLDER ADULT CENTER CONTRACTS,C3501,GRACE AGARD HAREWOOD OAC (C35),FORT GREENE COUNCIL,19 Rogers Avenue,BROOKLYN,NY,11216,BROOKLYN,718-638-6910,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.676909,-73.952667,308,36,315,3030302,3012120006,Crown Heights North,POINT (-73.952667 40.676909)
CASE MANAGEMENT SERVICES CONTRACTS,2MF01,REC ROOMS - CMA - BK 5 16 18 (2MF),RECREATION ROOMS AND SETTLEMENT INC,1304 EAST   57 STREET,BROOKLYN,NY,11234,BROOKLYN,718-257-1600,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.621348,-73.920355,318,46,690,3345504,3078810033,Flatlands,POINT (-73.920355 40.621348)
OLDER ADULT CENTER CONTRACTS,C7901,SUNNYSIDE COMMUNITY SERVICES OAC (C79),SUNNYSIDE COMMUNITY SERVICES INC,43-39 39th Street,LONG ISLAND CITY,NY,11104,QUEENS,718-784-6173,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.745099,-73.925927,402,26,179,4436676,4001910005,Hunters Point-Sunnyside-West Maspeth,POINT (-73.925927 40.745099)
HOME DELIVERED MEAL SERVICE CONTRACTS,42P01,PETER CARDELLA HDM QN2 5 (42P),PETER CARDELLA SENIOR CITIZEN CENTER INC,68-52 FRESH POND ROAD,FLUSHING,NY,11385,QUEENS,718-497-2908,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.703894,-73.895681,405,30,583,4085200,4035350024,Ridgewood,POINT (-73.895681 40.703894)
OLDER ADULT CENTER CONTRACTS,W2103,SELFHELP CLEARVIEW (W21),SELFHELP COMMUNITY SERVICES INC,208-11 26th Avenue,FLUSHING,NY,11360,QUEENS,718-224-7888,Y,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,00:00,00:00,00:00,00:00,40.776381,-73.783798,407,19,99704,4130866,4058630250,Ft. Totten-Bay Terrace-Clearview,POINT (-73.783798 40.776381)
CASE MANAGEMENT SERVICES CONTRACTS,5M401,CASC CMA SI (5M4),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,120 Stuyvesant Place Suite 409,STATEN ISLAND,NY,10301,STATEN ISLAND,718-981-6226,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.643264,-74.077159,501,49,3,5000084,5000080060,West New Brighton-New Brighton-St. George,POINT (-74.077159 40.643264)
OLDER ADULT CENTER CONTRACTS,C9402,YOUNG ISRAEL PROGRAMS MIDWOOD (C94),YOUNG ISRAEL PROGRAMS INC,1694 Ocean Avenue,BROOKLYN,NY,11230,BROOKLYN,718-253-7800,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.620447,-73.955405,314,44,538,3180733,3067390044,Midwood,POINT (-73.955405 40.620447)
OLDER ADULT CENTER CONTRACTS,C6902,SAGE CENTER HARLEM (C69),SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,220 West 143rd Street,NEW YORK,NY,10030,MANHATTAN,929-458-0170,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.820800,-73.941130,110,09,232,1086084,1020280016,Central Harlem North-Polo Grounds,POINT (-73.94113 40.8208)
HOME DELIVERED MEAL SERVICE CONTRACTS,42N03,CCNS HDM - QUEENS 3 (42N),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,91-34 182 Place,JAMAICA,NY,11423,QUEENS,718-806-1080,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.709634,-73.778431,412,27,470,4211802,4099000001,Jamaica,POINT (-73.778431 40.709634)
OLDER ADULT CENTER CONTRACTS,C1604,LEHMAN VILLAGE SENIOR PROGRAM (SOCIAL CLUB) (C16),CARTER BURDEN NETWORK INC.,1641 Madison Avenue,NEW YORK,NY,10029,MANHATTAN,646-370-5642,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.795840,-73.947866,111,08,17401,1078867,1016150023,East Harlem South,POINT (-73.947866 40.79584)
OLDER ADULT CENTER CONTRACTS,C0201,ALLEN AME THEODORA JACKSON CENTER (C02),ALLEN AME CHURCH dba ALLEN COMMUNITY SENIOR CITIZENS CENTER,92-47 165th Street,JAMAICA,NY,11433,QUEENS,929-357-9552,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.704393,-73.794058,412,27,444,4216225,4101550029,Jamaica,POINT (-73.794058 40.704393)
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,5G301,WEILL MEDICAL GMH BK 5 7 10 11 12 13 14 15 18; SI (5G3),WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,21 BLOOMINGDALE RD,WHITE PLAINS,NY,10605,,646-962-8290,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,,,,,,,,,
